ticker,field,value,override
RWE GY Equity,NAME,RWE AG,""
RXL FP Equity,NAME,REXEL SA,""
RYA ID Equity,NAME,RYANAIR HOLDINGS PLC,""
SAABB SS Equity,NAME,SAAB AB-B,""
SAB SM Equity,NAME,BANCO DE SABADELL SA,""
SAB SQ Equity,NAME,BANCO DE SABADELL SA,""
SAF FP Equity,NAME,SAFRAN SA,""
SAMPO FH Equity,NAME,SAMPO OYJ-A SHS,""
SLHN SE Equity,NAME,SWISS LIFE HOLDING AG-REG,""
SMDS LN Equity,NAME,DS SMITH PLC,""
SMIN LN Equity,NAME,SMITHS GROUP PLC,""
SMS LN Equity,NAME,SMART METERING SYSTEMS PLC,""
SMT LN Equity,NAME,SCOTTISH MORTGAGE INV TR PLC,""
SMWH LN Equity,NAME,WH SMITH PLC,""
SN/ LN Equity,NAME,SMITH & NEPHEW PLC,""
SOBI SS Equity,NAME,SWEDISH ORPHAN BIOVITRUM AB,""
SOLB BB Equity,NAME,SOLVAY SA,""
SOON SE Equity,NAME,SONOVA HOLDING AG-REG,""
SIGC LN Equity,NAME,SHERBORNE INVESTORS GUERNSEY,""
SIKA SE Equity,NAME,SIKA AG-REG,""
SIM DC Equity,NAME,SIMCORP A/S,""
SK FP Equity,NAME,SEB SA,""
SKAB SS Equity,NAME,SKANSKA AB-B SHS,""
SKFB SS Equity,NAME,SKF AB-B SHARES,""
SKG ID Equity,NAME,SMURFIT KAPPA GROUP PLC,""
SKG LN Equity,NAME,SMURFIT KAPPA GROUP PLC,""
SKY LN Equity,NAME,SKY PLC,""
SLA LN Equity,NAME,STANDARD LIFE ABERDEEN PLC,""
SOP FP Equity,NAME,SOPRA STERIA GROUP,""
SOW GY Equity,NAME,SOFTWARE AG,""
SPIE FP Equity,NAME,SPIE SA,""
SPM IM Equity,NAME,SAIPEM SPA,""
SPR GY Equity,NAME,AXEL SPRINGER SE,""
SPSN SE Equity,NAME,SWISS PRIME SITE-REG,""
SPX LN Equity,NAME,SPIRAX-SARCO ENGINEERING PLC,""
SRCG SE Equity,NAME,SUNRISE COMMUNICATIONS GROUP,""
SREN SE Equity,NAME,SWISS RE AG,""
SRG IM Equity,NAME,SNAM SPA,""
SGO FP Equity,NAME,COMPAGNIE DE SAINT GOBAIN,""
SGRE SQ Equity,NAME,SIEMENS GAMESA RENEWABLE ENE,""
SGRO LN Equity,NAME,SEGRO PLC,""
SGSN SE Equity,NAME,SGS SA-REG,""
SHA GY Equity,NAME,SCHAEFFLER AG,""
SHBA SS Equity,NAME,SVENSKA HANDELSBANKEN-A SHS,""
SHL GY Equity,NAME,SIEMENS HEALTHINEERS AG,""
SHP LN Equity,NAME,SHIRE PLC,""
SIE GY Equity,NAME,SIEMENS AG-REG,""
SIGB LN Equity,NAME,SHERBORNE INVESTORS GUERN B,""
SRT3 GY Equity,NAME,SARTORIUS AG-VORZUG,""
SSE LN Equity,NAME,SSE PLC,""
SSPG LN Equity,NAME,SSP GROUP PLC,""
STAN LN Equity,NAME,STANDARD CHARTERED PLC,""
STB NO Equity,NAME,STOREBRAND ASA,""
STERV FH Equity,NAME,STORA ENSO OYJ-R SHS,""
STJ LN Equity,NAME,ST JAMES'S PLACE PLC,""
STM IM Equity,NAME,STMICROELECTRONICS NV,""
STMN SE Equity,NAME,STRAUMANN HOLDING AG-REG,""
SU FP Equity,NAME,SCHNEIDER ELECTRIC SE,""
SAN FP Equity,NAME,SANOFI,""
SAN SM Equity,NAME,BANCO SANTANDER SA,""
SAN SQ Equity,NAME,BANCO SANTANDER SA,""
SAND SS Equity,NAME,SANDVIK AB,""
SAP GY Equity,NAME,SAP SE,""
SBMO NA Equity,NAME,SBM OFFSHORE NV,""
SBRY LN Equity,NAME,SAINSBURY (J) PLC,""
SCAB SS Equity,NAME,SVENSKA CELLULOSA AB SCA-B,""
SCHA NO Equity,NAME,SCHIBSTED ASA-CL A,""
SCHP SE Equity,NAME,SCHINDLER HOLDING-PART CERT,""
SUBC NO Equity,NAME,SUBSEA 7 SA,""
SVT LN Equity,NAME,SEVERN TRENT PLC,""
SW FP Equity,NAME,SODEXO SA,""
SWEDA SS Equity,NAME,SWEDBANK AB - A SHARES,""
SWMA SS Equity,NAME,SWEDISH MATCH AB,""
SXS LN Equity,NAME,SPECTRIS PLC,""
SY1 GY Equity,NAME,SYMRISE AG,""
SYDB DC Equity,NAME,SYDBANK A/S,""
TATE LN Equity,NAME,TATE & LYLE PLC,""
TCAP LN Equity,NAME,TP ICAP PLC,""
SCMN SE Equity,NAME,SWISSCOM AG-REG,""
SCR FP Equity,NAME,SCOR SE,""
SDF GY Equity,NAME,K+S AG-REG,""
SDR LN Equity,NAME,SCHRODERS PLC,""
SDRC LN Equity,NAME,SCHRODERS PLC-NON VOTING,""
SEBA SS Equity,NAME,SKANDINAVISKA ENSKILDA BAN-A,""
SECUB SS Equity,NAME,SECURITAS AB-B SHS,""
SESG FP Equity,NAME,SES,""
SEV FP Equity,NAME,SUEZ,""
SGE LN Equity,NAME,SAGE GROUP PLC/THE,""
TECN SE Equity,NAME,TECAN GROUP AG-REG,""
TEF SQ Equity,NAME,TELEFONICA SA,""
TEG GY Equity,NAME,TAG IMMOBILIEN AG,""
TEL NO Equity,NAME,TELENOR ASA,""
TEL2B SS Equity,NAME,TELE2 AB-B SHS,""
TELIA SS Equity,NAME,TELIA CO AB,""
TEMN SE Equity,NAME,TEMENOS AG - REG,""
TEMN SW Equity,NAME,TEMENOS AG - REG,""
TEN IM Equity,NAME,TENARIS SA,""
TEP FP Equity,NAME,TELEPERFORMANCE,""
TRN IM Equity,NAME,TERNA SPA,""
TRYG DC Equity,NAME,TRYG A/S,""
TSCO LN Equity,NAME,TESCO PLC,""
TUI LN Equity,NAME,TUI AG-DI,""
TW/ LN Equity,NAME,TAYLOR WIMPEY PLC,""
UBI FP Equity,NAME,UBISOFT ENTERTAINMENT,""
UBI IM Equity,NAME,UBI BANCA SPA,""
UBSG SE Equity,NAME,UBS GROUP AG-REG,""
UCB BB Equity,NAME,UCB SA,""
UCG IM Equity,NAME,UNICREDIT SPA,""
UTDI GY Equity,NAME,UNITED INTERNET AG-REG SHARE,""
UU/ LN Equity,NAME,UNITED UTILITIES GROUP PLC,""
VACN SE Equity,NAME,VAT GROUP AG,""
VCT LN Equity,NAME,VICTREX PLC,""
VIE FP Equity,NAME,VEOLIA ENVIRONNEMENT,""
VIFN SE Equity,NAME,VIFOR PHARMA AG,""
VIS SQ Equity,NAME,VISCOFAN SA,""
VIV FP Equity,NAME,VIVENDI,""
VNA GY Equity,NAME,VONOVIA SE,""
VOD LN Equity,NAME,VODAFONE GROUP PLC,""
VOE AV Equity,NAME,VOESTALPINE AG,""
VOLVB SS Equity,NAME,VOLVO AB-B SHS,""
VOW3 GY Equity,NAME,VOLKSWAGEN AG-PREF,""
VPK NA Equity,NAME,VOPAK,""
VWS DC Equity,NAME,VESTAS WIND SYSTEMS A/S,""
WAF GY Equity,NAME,SILTRONIC AG,""
WCH GY Equity,NAME,WACKER CHEMIE AG,""
WDH DC Equity,NAME,WILLIAM DEMANT HOLDING,""
WDI GY Equity,NAME,WIRECARD AG,""
WEIR LN Equity,NAME,WEIR GROUP PLC/THE,""
WG/ LN Equity,NAME,WOOD GROUP (JOHN) PLC,""
WIE AV Equity,NAME,WIENERBERGER AG,""
WKL NA Equity,NAME,WOLTERS KLUWER,""
WMH LN Equity,NAME,WILLIAM HILL PLC,""
WPP LN Equity,NAME,WPP PLC,""
WRT1V FH Equity,NAME,WARTSILA OYJ ABP,""
WTB LN Equity,NAME,WHITBREAD PLC,""
YAR NO Equity,NAME,YARA INTERNATIONAL ASA,""
ZAL GY Equity,NAME,ZALANDO SE,""
ZURN SE Equity,NAME,ZURICH INSURANCE GROUP AG,""
TGS NO Equity,NAME,TGS NOPEC GEOPHYSICAL CO ASA,""
TIT IM Equity,NAME,TELECOM ITALIA SPA,""
TITR IM Equity,NAME,TELECOM ITALIA-RSP,""
TKA GY Equity,NAME,THYSSENKRUPP AG,""
TLW LN Equity,NAME,TULLOW OIL PLC,""
TMO LN Equity,NAME,TIME OUT GROUP PLC,""
TNET BB Equity,NAME,TELENET GROUP HOLDING NV,""
TPK LN Equity,NAME,TRAVIS PERKINS PLC,""
TPZ SM Equity,NAME,TELEPIZZA GROUP SA,""
TRELB SS Equity,NAME,TRELLEBORG AB-B SHS,""
UDG LN Equity,NAME,UDG HEALTHCARE PLC,""
UG FP Equity,NAME,PEUGEOT SA,""
UHR SE Equity,NAME,SWATCH GROUP AG/THE-BR,""
UHR SW Equity,NAME,SWATCH GROUP AG/THE-BR,""
ULVR LN Equity,NAME,UNILEVER PLC,""
UMI BB Equity,NAME,UMICORE,""
UN01 GY Equity,NAME,UNIPER SE,""
UNA NA Equity,NAME,UNILEVER NV-CVA,""
UPM FH Equity,NAME,UPM-KYMMENE OYJ,""
URW NA Equity,NAME,UNIBAIL-RODAMCO-WESTFIELD,""
BKT SM Equity,TICKER,BKT,""
BKT SQ Equity,TICKER,BKT,""
BLND LN Equity,TICKER,BLND,""
BLT LN Equity,TICKER,BLT,""
BME LN Equity,TICKER,BME,""
BME SQ Equity,TICKER,BME,""
BMW GY Equity,TICKER,BMW,""
BN FP Equity,TICKER,BN,""
BNP FP Equity,TICKER,BNP,""
BNR GY Equity,TICKER,BNR,""
BUCN SE Equity,TICKER,BUCN,""
BVI FP Equity,TICKER,BVI,""
BVIC LN Equity,TICKER,BVIC,""
BWY LN Equity,TICKER,BWY,""
CA FP Equity,TICKER,CA,""
CABK SM Equity,TICKER,CABK,""
CABK SQ Equity,TICKER,CABK,""
CAP FP Equity,TICKER,CAP,""
CAPC LN Equity,TICKER,CAPC,""
CARLB DC Equity,TICKER,CARLB,""
BAS GY Equity,TICKER,BAS,""
BATS LN Equity,TICKER,BATS,""
BAYN GY Equity,TICKER,BAYN,""
BB FP Equity,TICKER,BB,""
BBA LN Equity,TICKER,BBA,""
BBVA SM Equity,TICKER,BBVA,""
BBVA SQ Equity,TICKER,BBVA,""
BBY LN Equity,TICKER,BBY,""
BCP PL Equity,TICKER,BCP,""
BDEV LN Equity,TICKER,BDEV,""
AMUN FP Equity,TICKER,AMUN,""
ANDR AV Equity,TICKER,ANDR,""
ANTO LN Equity,TICKER,ANTO,""
ARGX BB Equity,TICKER,ARGX,""
ARL GY Equity,TICKER,ARL,""
ASCL LN Equity,TICKER,ASCL,""
ASM NA Equity,TICKER,ASM,""
ASML NA Equity,TICKER,ASML,""
ASRNL NA Equity,TICKER,ASRNL,""
ASSAB SS Equity,TICKER,ASSAB,""
BNZL LN Equity,TICKER,BNZL,""
BOKA NA Equity,TICKER,BOKA,""
BOL FP Equity,TICKER,BOL,""
BOL SS Equity,TICKER,BOL,""
BOSS GY Equity,TICKER,BOSS,""
BP/ LN Equity,TICKER,BP/,""
BPE IM Equity,TICKER,BPE,""
BRBY LN Equity,TICKER,BRBY,""
BT/A LN Equity,TICKER,BT/A,""
BTG LN Equity,TICKER,BTG,""
1COV GY Equity,TICKER,1COV,""
A2A IM Equity,TICKER,A2A,""
AAL LN Equity,TICKER,AAL,""
AALB NA Equity,TICKER,AALB,""
ABBN SE Equity,TICKER,ABBN,""
ABF LN Equity,TICKER,ABF,""
ABI BB Equity,TICKER,ABI,""
ABN NA Equity,TICKER,ABN,""
AC FP Equity,TICKER,AC,""
ACA FP Equity,TICKER,ACA,""
AGK LN Equity,TICKER,AGK,""
AGM LN Equity,TICKER,AGM,""
AGN NA Equity,TICKER,AGN,""
AGS BB Equity,TICKER,AGS,""
AHT LN Equity,TICKER,AHT,""
AI FP Equity,TICKER,AI,""
AIBG ID Equity,TICKER,AIBG,""
AIR FP Equity,TICKER,AIR,""
AKE FP Equity,TICKER,AKE,""
AKERBP NO Equity,TICKER,AKERBP,""
B4B GY Equity,TICKER,B4B,""
BA/ LN Equity,TICKER,BA/,""
BAB LN Equity,TICKER,BAB,""
BAER SE Equity,TICKER,BAER,""
BAER SW Equity,TICKER,BAER,""
BALDB SS Equity,TICKER,BALDB,""
BALN SE Equity,TICKER,BALN,""
BAMI IM Equity,TICKER,BAMI,""
BARC LN Equity,TICKER,BARC,""
BARN SE Equity,TICKER,BARN,""
AKZA NA Equity,TICKER,AKZA,""
ALFA SS Equity,TICKER,ALFA,""
ALO FP Equity,TICKER,ALO,""
ALT FP Equity,TICKER,ALT,""
ALV GY Equity,TICKER,ALV,""
AM FP Equity,TICKER,AM,""
AMBUB DC Equity,TICKER,AMBUB,""
AMEAS FH Equity,TICKER,AMEAS,""
AMS SE Equity,TICKER,AMS,""
AMS SQ Equity,TICKER,AMS,""
ACKB BB Equity,TICKER,ACKB,""
ACS SQ Equity,TICKER,ACS,""
AD NA Equity,TICKER,AD,""
ADEN SE Equity,TICKER,ADEN,""
ADEN SW Equity,TICKER,ADEN,""
ADM LN Equity,TICKER,ADM,""
ADP FP Equity,TICKER,ADP,""
ADS GY Equity,TICKER,ADS,""
AENA SQ Equity,TICKER,AENA,""
AF FP Equity,TICKER,AF,""
BEI GY Equity,TICKER,BEI,""
BESI NA Equity,TICKER,BESI,""
BEZ LN Equity,TICKER,BEZ,""
BG AV Equity,TICKER,BG,""
BILL SS Equity,TICKER,BILL,""
BIM FP Equity,TICKER,BIM,""
BION SE Equity,TICKER,BION,""
BIRG ID Equity,TICKER,BIRG,""
BKG LN Equity,TICKER,BKG,""
BKIA SQ Equity,TICKER,BKIA,""
AT1 GY Equity,TICKER,AT1,""
ATC NA Equity,TICKER,ATC,""
ATCOA SS Equity,TICKER,ATCOA,""
ATE FP Equity,TICKER,ATE,""
ATL IM Equity,TICKER,ATL,""
ATO FP Equity,TICKER,ATO,""
AUTO LN Equity,TICKER,AUTO,""
AV/ LN Equity,TICKER,AV/,""
AZA SS Equity,TICKER,AZA,""
AZN LN Equity,TICKER,AZN,""
CHR DC Equity,TICKER,CHR,""
CINE LN Equity,TICKER,CINE,""
CLN SE Equity,TICKER,CLN,""
CLNX SQ Equity,TICKER,CLNX,""
CMBN SE Equity,TICKER,CMBN,""
CNA LN Equity,TICKER,CNA,""
CNHI IM Equity,TICKER,CNHI,""
CNP FP Equity,TICKER,CNP,""
CO FP Equity,TICKER,CO,""
COA LN Equity,TICKER,COA,""
CRDA LN Equity,TICKER,CRDA,""
CRH ID Equity,TICKER,CRH,""
CRH LN Equity,TICKER,CRH,""
CS FP Equity,TICKER,CS,""
CSGN SE Equity,TICKER,CSGN,""
CSGN SW Equity,TICKER,CSGN,""
CSP LN Equity,TICKER,CSP,""
CTEC LN Equity,TICKER,CTEC,""
CYBG LN Equity,TICKER,CYBG,""
DAI GY Equity,TICKER,DAI,""
COB LN Equity,TICKER,COB,""
COFB BB Equity,TICKER,COFB,""
COL SQ Equity,TICKER,COL,""
COLOB DC Equity,TICKER,COLOB,""
COLR BB Equity,TICKER,COLR,""
CON GY Equity,TICKER,CON,""
COV FP Equity,TICKER,COV,""
CPG LN Equity,TICKER,CPG,""
CPI LN Equity,TICKER,CPI,""
CPR IM Equity,TICKER,CPR,""
CAST SS Equity,TICKER,CAST,""
CBG LN Equity,TICKER,CBG,""
CBK GY Equity,TICKER,CBK,""
CCH LN Equity,TICKER,CCH,""
CCL LN Equity,TICKER,CCL,""
CDI FP Equity,TICKER,CDI,""
CERV IM Equity,TICKER,CERV,""
CEZ CK Equity,TICKER,CEZ,""
CFR SE Equity,TICKER,CFR,""
CGG FP Equity,TICKER,CGG,""
EMG LN Equity,TICKER,EMG,""
EMSN SE Equity,TICKER,EMSN,""
EN FP Equity,TICKER,EN,""
ENEL IM Equity,TICKER,ENEL,""
ENG SM Equity,TICKER,ENG,""
ENG SQ Equity,TICKER,ENG,""
ENGI FP Equity,TICKER,ENGI,""
ENI IM Equity,TICKER,ENI,""
ENX FP Equity,TICKER,ENX,""
EO FP Equity,TICKER,EO,""
DANSKE DC Equity,TICKER,DANSKE,""
DB1 GY Equity,TICKER,DB1,""
DBK GY Equity,TICKER,DBK,""
DC/ LN Equity,TICKER,DC/,""
DCC LN Equity,TICKER,DCC,""
DEC FP Equity,TICKER,DEC,""
DG FP Equity,TICKER,DG,""
DGE LN Equity,TICKER,DGE,""
DHER GY Equity,TICKER,DHER,""
DKSH SE Equity,TICKER,DKSH,""
FHZN SE Equity,TICKER,FHZN,""
FI/N SE Equity,TICKER,FI/N,""
FLS DC Equity,TICKER,FLS,""
FME GY Equity,TICKER,FME,""
FNTN GY Equity,TICKER,FNTN,""
FORTUM FH Equity,TICKER,FORTUM,""
FP FP Equity,TICKER,FP,""
FPE3 GY Equity,TICKER,FPE3,""
FR FP Equity,TICKER,FR,""
FRA GY Equity,TICKER,FRA,""
EOAN GY Equity,TICKER,EOAN,""
EPIA SS Equity,TICKER,EPIA,""
EQNR NO Equity,TICKER,EQNR,""
ERF FP Equity,TICKER,ERF,""
ERICB SS Equity,TICKER,ERICB,""
ESL LN Equity,TICKER,ESL,""
ESSITYB SS Equity,TICKER,ESSITYB,""
ETL FP Equity,TICKER,ETL,""
EVK GY Equity,TICKER,EVK,""
EVR LN Equity,TICKER,EVR,""
DSM NA Equity,TICKER,DSM,""
DSV DC Equity,TICKER,DSV,""
DSY FP Equity,TICKER,DSY,""
DTE GY Equity,TICKER,DTE,""
DUE GY Equity,TICKER,DUE,""
DUFN SE Equity,TICKER,DUFN,""
DWNI GY Equity,TICKER,DWNI,""
EBS AV Equity,TICKER,EBS,""
ECM LN Equity,TICKER,ECM,""
EDEN FP Equity,TICKER,EDEN,""
EDF FP Equity,TICKER,EDF,""
EDP PL Equity,TICKER,EDP,""
EI FP Equity,TICKER,EI,""
EKTAB SS Equity,TICKER,EKTAB,""
EL US Equity,TICKER,EL,""
ELE SQ Equity,TICKER,ELE,""
ELIS FP Equity,TICKER,ELIS,""
ELISA FH Equity,TICKER,ELISA,""
ELTA LN Equity,TICKER,ELTA,""
ELUXB SS Equity,TICKER,ELUXB,""
DLG LN Equity,TICKER,DLG,""
DLN LN Equity,TICKER,DLN,""
DMGT LN Equity,TICKER,DMGT,""
DMP GY Equity,TICKER,DMP,""
DNB NO Equity,TICKER,DNB,""
DOKA SE Equity,TICKER,DOKA,""
DOM SS Equity,TICKER,DOM,""
DPH LN Equity,TICKER,DPH,""
DPW GY Equity,TICKER,DPW,""
DRI GY Equity,TICKER,DRI,""
EXO IM Equity,TICKER,EXO,""
EXPN LN Equity,TICKER,EXPN,""
EZJ LN Equity,TICKER,EZJ,""
FABG SS Equity,TICKER,FABG,""
FBK IM Equity,TICKER,FBK,""
FCA IM Equity,TICKER,FCA,""
FDP LN Equity,TICKER,FDP,""
FER SQ Equity,TICKER,FER,""
FERG LN Equity,TICKER,FERG,""
FGR FP Equity,TICKER,FGR,""
GEN DC Equity,TICKER,GEN,""
GET FP Equity,TICKER,GET,""
GETIB SS Equity,TICKER,GETIB,""
GFC FP Equity,TICKER,GFC,""
GFS LN Equity,TICKER,GFS,""
GIVN SE Equity,TICKER,GIVN,""
GJF NO Equity,TICKER,GJF,""
GLB ID Equity,TICKER,GLB,""
GLE FP Equity,TICKER,GLE,""
GLEN LN Equity,TICKER,GLEN,""
GLJ GY Equity,TICKER,GLJ,""
GLO LN Equity,TICKER,GLO,""
GLPG NA Equity,TICKER,GLPG,""
GN DC Equity,TICKER,GN,""
GPOR LN Equity,TICKER,GPOR,""
GRF SQ Equity,TICKER,GRF,""
GSK LN Equity,TICKER,GSK,""
GTO NA Equity,TICKER,GTO,""
GVC LN Equity,TICKER,GVC,""
GXI GY Equity,TICKER,GXI,""
HUH1V FH Equity,TICKER,HUH1V,""
HUSQB SS Equity,TICKER,HUSQB,""
HWDN LN Equity,TICKER,HWDN,""
IAG LN Equity,TICKER,IAG,""
IBE SQ Equity,TICKER,IBE,""
IBST LN Equity,TICKER,IBST,""
ICA SS Equity,TICKER,ICA,""
ICAD FP Equity,TICKER,ICAD,""
ICP LN Equity,TICKER,ICP,""
IFX GY Equity,TICKER,IFX,""
IG IM Equity,TICKER,IG,""
IGG LN Equity,TICKER,IGG,""
IGY GY Equity,TICKER,IGY,""
IHG LN Equity,TICKER,IHG,""
III LN Equity,TICKER,III,""
ILD FP Equity,TICKER,ILD,""
IMB LN Equity,TICKER,IMB,""
IMCD NA Equity,TICKER,IMCD,""
IMI LN Equity,TICKER,IMI,""
INCH LN Equity,TICKER,INCH,""
HAS LN Equity,TICKER,HAS,""
HEI GY Equity,TICKER,HEI,""
HEIA NA Equity,TICKER,HEIA,""
HEIO NA Equity,TICKER,HEIO,""
HELN SE Equity,TICKER,HELN,""
HEN GY Equity,TICKER,HEN,""
HEN3 GY Equity,TICKER,HEN3,""
HEXAB SS Equity,TICKER,HEXAB,""
HL/ LN Equity,TICKER,HL/,""
HLE GY Equity,TICKER,HLE,""
HLMA LN Equity,TICKER,HLMA,""
HMB SS Equity,TICKER,HMB,""
HMSO LN Equity,TICKER,HMSO,""
HNR1 GY Equity,TICKER,HNR1,""
HO FP Equity,TICKER,HO,""
HOT GY Equity,TICKER,HOT,""
HPOLB SS Equity,TICKER,HPOLB,""
HSBA LN Equity,TICKER,HSBA,""
HSV LN Equity,TICKER,HSV,""
HSX LN Equity,TICKER,HSX,""
INDUA SS Equity,TICKER,INDUA,""
INDV LN Equity,TICKER,INDV,""
INF LN Equity,TICKER,INF,""
ING FP Equity,TICKER,ING,""
INGA NA Equity,TICKER,INGA,""
INTU LN Equity,TICKER,INTU,""
INVEB SS Equity,TICKER,INVEB,""
INVP LN Equity,TICKER,INVP,""
IPN FP Equity,TICKER,IPN,""
ISAT LN Equity,TICKER,ISAT,""
FRE GY Equity,TICKER,FRE,""
FRES LN Equity,TICKER,FRES,""
FTI FP Equity,TICKER,FTI,""
G IM Equity,TICKER,G,""
G1A GY Equity,TICKER,G1A,""
G24 GY Equity,TICKER,G24,""
GALP PL Equity,TICKER,GALP,""
GAM SE Equity,TICKER,GAM,""
GBLB BB Equity,TICKER,GBLB,""
GEBN SE Equity,TICKER,GEBN,""
JMT PL Equity,TICKER,JMT,""
JUP LN Equity,TICKER,JUP,""
JYSK DC Equity,TICKER,JYSK,""
KAZ LN Equity,TICKER,KAZ,""
KBC BB Equity,TICKER,KBC,""
KCR FH Equity,TICKER,KCR,""
KER FP Equity,TICKER,KER,""
KESKOB FH Equity,TICKER,KESKOB,""
KGF LN Equity,TICKER,KGF,""
KGX GY Equity,TICKER,KGX,""
ISP IM Equity,TICKER,ISP,""
ISS DC Equity,TICKER,ISS,""
ITRK LN Equity,TICKER,ITRK,""
ITV LN Equity,TICKER,ITV,""
ITX SM Equity,TICKER,ITX,""
ITX SQ Equity,TICKER,ITX,""
IWG LN Equity,TICKER,IWG,""
JDW LN Equity,TICKER,JDW,""
JE/ LN Equity,TICKER,JE/,""
JMAT LN Equity,TICKER,JMAT,""
KINDSDB SS Equity,TICKER,KINDSDB,""
KINVB SS Equity,TICKER,KINVB,""
KN FP Equity,TICKER,KN,""
KNEBV FH Equity,TICKER,KNEBV,""
KNIN SE Equity,TICKER,KNIN,""
KOMB CK Equity,TICKER,KOMB,""
KPN NA Equity,TICKER,KPN,""
KSP ID Equity,TICKER,KSP,""
KYG ID Equity,TICKER,KYG,""
LAND LN Equity,TICKER,LAND,""
MERL LN Equity,TICKER,MERL,""
METSO FH Equity,TICKER,METSO,""
MF FP Equity,TICKER,MF,""
MGGT LN Equity,TICKER,MGGT,""
MHG NO Equity,TICKER,MHG,""
MKS LN Equity,TICKER,MKS,""
ML FP Equity,TICKER,ML,""
MMB FP Equity,TICKER,MMB,""
MNDI LN Equity,TICKER,MNDI,""
MONC IM Equity,TICKER,MONC,""
LISN SE Equity,TICKER,LISN,""
LLOY LN Equity,TICKER,LLOY,""
LOGN SE Equity,TICKER,LOGN,""
LONN SE Equity,TICKER,LONN,""
LOOMB SS Equity,TICKER,LOOMB,""
LR FP Equity,TICKER,LR,""
LSE LN Equity,TICKER,LSE,""
LUN DC Equity,TICKER,LUN,""
LUNDB SS Equity,TICKER,LUNDB,""
LUPE SS Equity,TICKER,LUPE,""
LUX IM Equity,TICKER,LUX,""
LXS GY Equity,TICKER,LXS,""
MAERSKB DC Equity,TICKER,MAERSKB,""
MAN GY Equity,TICKER,MAN,""
MAP SM Equity,TICKER,MAP,""
MAP SQ Equity,TICKER,MAP,""
MB IM Equity,TICKER,MB,""
MC FP Equity,TICKER,MC,""
MCRO LN Equity,TICKER,MCRO,""
MDC LN Equity,TICKER,MDC,""
LBK SM Equity,TICKER,LBK,""
LDO IM Equity,TICKER,LDO,""
LEG GY Equity,TICKER,LEG,""
LGEN LN Equity,TICKER,LGEN,""
LHA GY Equity,TICKER,LHA,""
LHN FP Equity,TICKER,LHN,""
LHN SE Equity,TICKER,LHN,""
LI FP Equity,TICKER,LI,""
LIGHT NA Equity,TICKER,LIGHT,""
LINU GY Equity,TICKER,LINU,""
PSN LN Equity,TICKER,PSN,""
PSON LN Equity,TICKER,PSON,""
PSPN SE Equity,TICKER,PSPN,""
PST IM Equity,TICKER,PST,""
PTEC LN Equity,TICKER,PTEC,""
PUB FP Equity,TICKER,PUB,""
QIA GY Equity,TICKER,QIA,""
QLT LN Equity,TICKER,QLT,""
RACE IM Equity,TICKER,RACE,""
RAND NA Equity,TICKER,RAND,""
MUV2 GY Equity,TICKER,MUV2,""
NDA GY Equity,TICKER,NDA,""
NDA SS Equity,TICKER,NDA,""
NESN SE Equity,TICKER,NESN,""
NESTE FH Equity,TICKER,NESTE,""
NG/ LN Equity,TICKER,NG/,""
NHY NO Equity,TICKER,NHY,""
NIBEB SS Equity,TICKER,NIBEB,""
NK FP Equity,TICKER,NK,""
NMC LN Equity,TICKER,NMC,""
PNN LN Equity,TICKER,PNN,""
POLY LN Equity,TICKER,POLY,""
POM FP Equity,TICKER,POM,""
PPB ID Equity,TICKER,PPB,""
PPB LN Equity,TICKER,PPB,""
PROX BB Equity,TICKER,PROX,""
PRSM LN Equity,TICKER,PRSM,""
PRU LN Equity,TICKER,PRU,""
PRY IM Equity,TICKER,PRY,""
PSM GY Equity,TICKER,PSM,""
MONY LN Equity,TICKER,MONY,""
MOR GY Equity,TICKER,MOR,""
MRK GY Equity,TICKER,MRK,""
MRL SM Equity,TICKER,MRL,""
MRL SQ Equity,TICKER,MRL,""
MRO LN Equity,TICKER,MRO,""
MRW LN Equity,TICKER,MRW,""
MT NA Equity,TICKER,MT,""
MTRO LN Equity,TICKER,MTRO,""
MTX GY Equity,TICKER,MTX,""
NN NA Equity,TICKER,NN,""
NOKIA FH Equity,TICKER,NOKIA,""
NOVN SE Equity,TICKER,NOVN,""
NOVOB DC Equity,TICKER,NOVOB,""
NRE1V FH Equity,TICKER,NRE1V,""
NTGY SQ Equity,TICKER,NTGY,""
NXG LN Equity,TICKER,NXG,""
NXI FP Equity,TICKER,NXI,""
NXT LN Equity,TICKER,NXT,""
NZYMB DC Equity,TICKER,NZYMB,""
RB/ LN Equity,TICKER,RB/,""
RBI AV Equity,TICKER,RBI,""
RBREW DC Equity,TICKER,RBREW,""
RBS LN Equity,TICKER,RBS,""
RCO FP Equity,TICKER,RCO,""
RDSA LN Equity,TICKER,RDSA,""
RDSA NA Equity,TICKER,RDSA,""
RDSB LN Equity,TICKER,RDSB,""
REC IM Equity,TICKER,REC,""
REE SQ Equity,TICKER,REE,""
REL LN Equity,TICKER,REL,""
REN NA Equity,TICKER,REN,""
REP SQ Equity,TICKER,REP,""
RF FP Equity,TICKER,RF,""
RHIM LN Equity,TICKER,RHIM,""
RHM GY Equity,TICKER,RHM,""
RI FP Equity,TICKER,RI,""
RIO LN Equity,TICKER,RIO,""
RMG LN Equity,TICKER,RMG,""
RMS FP Equity,TICKER,RMS,""
O2D GY Equity,TICKER,O2D,""
