ticker,field,value,override
MAP SM Equity,BEST_DIV_YLD,6.2780269058296,BEST_FPERIOD_OVERRIDE=2FY
MAP SQ Equity,BEST_DIV_YLD,6.2780269058296,BEST_FPERIOD_OVERRIDE=2FY
MB IM Equity,BEST_DIV_YLD,5.66593083149375,BEST_FPERIOD_OVERRIDE=2FY
MC FP Equity,BEST_DIV_YLD,2.12336319779462,BEST_FPERIOD_OVERRIDE=2FY
MCRO LN Equity,BEST_DIV_YLD,5.92533624831904,BEST_FPERIOD_OVERRIDE=2FY
MDC LN Equity,BEST_DIV_YLD,1.70830271858927,BEST_FPERIOD_OVERRIDE=2FY
MONY LN Equity,BEST_DIV_YLD,3.6542739116619,BEST_FPERIOD_OVERRIDE=2FY
MOR GY Equity,BEST_DIV_YLD,,BEST_FPERIOD_OVERRIDE=2FY
MRK GY Equity,BEST_DIV_YLD,1.5644099670898,BEST_FPERIOD_OVERRIDE=2FY
MRL SM Equity,BEST_DIV_YLD,4.23076923076923,BEST_FPERIOD_OVERRIDE=2FY
MRL SQ Equity,BEST_DIV_YLD,4.23076923076923,BEST_FPERIOD_OVERRIDE=2FY
MRO LN Equity,BEST_DIV_YLD,2.05703599812997,BEST_FPERIOD_OVERRIDE=2FY
MRW LN Equity,BEST_DIV_YLD,2.94233032561789,BEST_FPERIOD_OVERRIDE=2FY
MT NA Equity,BEST_DIV_YLD,1.97995159918883,BEST_FPERIOD_OVERRIDE=2FY
MTRO LN Equity,BEST_DIV_YLD,0,BEST_FPERIOD_OVERRIDE=2FY
MTX GY Equity,BEST_DIV_YLD,1.90310559006211,BEST_FPERIOD_OVERRIDE=2FY
JMT PL Equity,BEST_DIV_YLD,3.67103694874851,BEST_FPERIOD_OVERRIDE=2FY
JUP LN Equity,BEST_DIV_YLD,6.84068406840684,BEST_FPERIOD_OVERRIDE=2FY
JYSK DC Equity,BEST_DIV_YLD,3.20952927669346,BEST_FPERIOD_OVERRIDE=2FY
KAZ LN Equity,BEST_DIV_YLD,1.33262377415381,BEST_FPERIOD_OVERRIDE=2FY
KBC BB Equity,BEST_DIV_YLD,5.94078749624286,BEST_FPERIOD_OVERRIDE=2FY
KCR FH Equity,BEST_DIV_YLD,3.84310393656188,BEST_FPERIOD_OVERRIDE=2FY
KER FP Equity,BEST_DIV_YLD,1.74382716049383,BEST_FPERIOD_OVERRIDE=2FY
KESKOB FH Equity,BEST_DIV_YLD,4.57148067104303,BEST_FPERIOD_OVERRIDE=2FY
KGF LN Equity,BEST_DIV_YLD,4.35656836461126,BEST_FPERIOD_OVERRIDE=2FY
KGX GY Equity,BEST_DIV_YLD,2.14732561776666,BEST_FPERIOD_OVERRIDE=2FY
ISP IM Equity,BEST_DIV_YLD,8.29924021040327,BEST_FPERIOD_OVERRIDE=2FY
ISS DC Equity,BEST_DIV_YLD,4.01707097933513,BEST_FPERIOD_OVERRIDE=2FY
ITRK LN Equity,BEST_DIV_YLD,1.7910447761194,BEST_FPERIOD_OVERRIDE=2FY
ITV LN Equity,BEST_DIV_YLD,4.74462740720067,BEST_FPERIOD_OVERRIDE=2FY
ITX SM Equity,BEST_DIV_YLD,2.91042291042291,BEST_FPERIOD_OVERRIDE=2FY
ITX SQ Equity,BEST_DIV_YLD,2.91042291042291,BEST_FPERIOD_OVERRIDE=2FY
IWG LN Equity,BEST_DIV_YLD,2.19638242894057,BEST_FPERIOD_OVERRIDE=2FY
JDW LN Equity,BEST_DIV_YLD,0.977382875605816,BEST_FPERIOD_OVERRIDE=2FY
JE/ LN Equity,BEST_DIV_YLD,0.178571428571429,BEST_FPERIOD_OVERRIDE=2FY
JMAT LN Equity,BEST_DIV_YLD,2.56403118040089,BEST_FPERIOD_OVERRIDE=2FY
MUV2 GY Equity,BEST_DIV_YLD,5.20140388768899,BEST_FPERIOD_OVERRIDE=2FY
NDA GY Equity,BEST_DIV_YLD,2.48441674087266,BEST_FPERIOD_OVERRIDE=2FY
NDA SS Equity,BEST_DIV_YLD,8.71801291198786,BEST_FPERIOD_OVERRIDE=2FY
NESN SE Equity,BEST_DIV_YLD,3.30065359477124,BEST_FPERIOD_OVERRIDE=2FY
NESTE FH Equity,BEST_DIV_YLD,3.03080640289943,BEST_FPERIOD_OVERRIDE=2FY
NG/ LN Equity,BEST_DIV_YLD,5.58884535607283,BEST_FPERIOD_OVERRIDE=2FY
NHY NO Equity,BEST_DIV_YLD,4.1652754590985,BEST_FPERIOD_OVERRIDE=2FY
NIBEB SS Equity,BEST_DIV_YLD,1.37778258050573,BEST_FPERIOD_OVERRIDE=2FY
NK FP Equity,BEST_DIV_YLD,3.61786237188873,BEST_FPERIOD_OVERRIDE=2FY
NMC LN Equity,BEST_DIV_YLD,0.759107852697238,BEST_FPERIOD_OVERRIDE=2FY
O2D GY Equity,BEST_DIV_YLD,7.64101139205335,BEST_FPERIOD_OVERRIDE=2FY
OCDO LN Equity,BEST_DIV_YLD,0,BEST_FPERIOD_OVERRIDE=2FY
OERL SE Equity,BEST_DIV_YLD,2.79149519890261,BEST_FPERIOD_OVERRIDE=2FY
OMU LN Equity,BEST_DIV_YLD,,BEST_FPERIOD_OVERRIDE=2FY
OMV AV Equity,BEST_DIV_YLD,3.67705500941226,BEST_FPERIOD_OVERRIDE=2FY
OR FP Equity,BEST_DIV_YLD,1.97478176527643,BEST_FPERIOD_OVERRIDE=2FY
ORA FP Equity,BEST_DIV_YLD,4.95468277945619,BEST_FPERIOD_OVERRIDE=2FY
ORK NO Equity,BEST_DIV_YLD,3.86931187569367,BEST_FPERIOD_OVERRIDE=2FY
ORNBV FH Equity,BEST_DIV_YLD,6.1890504704876,BEST_FPERIOD_OVERRIDE=2FY
ORP FP Equity,BEST_DIV_YLD,1.13835674755215,BEST_FPERIOD_OVERRIDE=2FY
ORSTED DC Equity,BEST_DIV_YLD,2.49303008070433,BEST_FPERIOD_OVERRIDE=2FY
OSR GY Equity,BEST_DIV_YLD,3.06116476441323,BEST_FPERIOD_OVERRIDE=2FY
PAH3 GY Equity,BEST_DIV_YLD,4.74615659635324,BEST_FPERIOD_OVERRIDE=2FY
PARG SE Equity,BEST_DIV_YLD,3.14606741573034,BEST_FPERIOD_OVERRIDE=2FY
PGHN SE Equity,BEST_DIV_YLD,2.98653465346535,BEST_FPERIOD_OVERRIDE=2FY
PHIA NA Equity,BEST_DIV_YLD,2.28272532188841,BEST_FPERIOD_OVERRIDE=2FY
PHNX LN Equity,BEST_DIV_YLD,6.8346923647146,BEST_FPERIOD_OVERRIDE=2FY
PIRC IM Equity,BEST_DIV_YLD,3.11543810848401,BEST_FPERIOD_OVERRIDE=2FY
PLUS LN Equity,BEST_DIV_YLD,6.6510620127921,BEST_FPERIOD_OVERRIDE=2FY
PNDORA DC Equity,BEST_DIV_YLD,4.75419664268585,BEST_FPERIOD_OVERRIDE=2FY
PNN LN Equity,BEST_DIV_YLD,5.64720812182741,BEST_FPERIOD_OVERRIDE=2FY
POLY LN Equity,BEST_DIV_YLD,7.56797825238284,BEST_FPERIOD_OVERRIDE=2FY
POM FP Equity,BEST_DIV_YLD,2.21192052980132,BEST_FPERIOD_OVERRIDE=2FY
PPB ID Equity,BEST_DIV_YLD,2.60966542750929,BEST_FPERIOD_OVERRIDE=2FY
PPB LN Equity,BEST_DIV_YLD,2.60359281437126,BEST_FPERIOD_OVERRIDE=2FY
PROX BB Equity,BEST_DIV_YLD,7.19961704164672,BEST_FPERIOD_OVERRIDE=2FY
PRSM LN Equity,BEST_DIV_YLD,,BEST_FPERIOD_OVERRIDE=2FY
PRU LN Equity,BEST_DIV_YLD,3.10614525139665,BEST_FPERIOD_OVERRIDE=2FY
PRY IM Equity,BEST_DIV_YLD,2.33411764705882,BEST_FPERIOD_OVERRIDE=2FY
PSM GY Equity,BEST_DIV_YLD,9.40825688073395,BEST_FPERIOD_OVERRIDE=2FY
PSN LN Equity,BEST_DIV_YLD,9.49494949494949,BEST_FPERIOD_OVERRIDE=2FY
PSON LN Equity,BEST_DIV_YLD,2.35320484087853,BEST_FPERIOD_OVERRIDE=2FY
PSPN SE Equity,BEST_DIV_YLD,3.77093462992977,BEST_FPERIOD_OVERRIDE=2FY
PST IM Equity,BEST_DIV_YLD,6.20827770360481,BEST_FPERIOD_OVERRIDE=2FY
PTEC LN Equity,BEST_DIV_YLD,7.0567495321884,BEST_FPERIOD_OVERRIDE=2FY
PUB FP Equity,BEST_DIV_YLD,3.71536939313984,BEST_FPERIOD_OVERRIDE=2FY
QIA GY Equity,BEST_DIV_YLD,0,BEST_FPERIOD_OVERRIDE=2FY
QLT LN Equity,BEST_DIV_YLD,,BEST_FPERIOD_OVERRIDE=2FY
RACE IM Equity,BEST_DIV_YLD,0.93714781100997,BEST_FPERIOD_OVERRIDE=2FY
RAND NA Equity,BEST_DIV_YLD,5.51730920535012,BEST_FPERIOD_OVERRIDE=2FY
RB/ LN Equity,BEST_DIV_YLD,2.82397238782554,BEST_FPERIOD_OVERRIDE=2FY
RBI AV Equity,BEST_DIV_YLD,4.78925773964939,BEST_FPERIOD_OVERRIDE=2FY
RBREW DC Equity,BEST_DIV_YLD,2.2019801980198,BEST_FPERIOD_OVERRIDE=2FY
RBS LN Equity,BEST_DIV_YLD,4.8341989612465,BEST_FPERIOD_OVERRIDE=2FY
RCO FP Equity,BEST_DIV_YLD,1.68601583113456,BEST_FPERIOD_OVERRIDE=2FY
RDSA LN Equity,BEST_DIV_YLD,5.38864473975338,BEST_FPERIOD_OVERRIDE=2FY
RDSA NA Equity,BEST_DIV_YLD,5.38656085769283,BEST_FPERIOD_OVERRIDE=2FY
RDSB LN Equity,BEST_DIV_YLD,5.20974017020061,BEST_FPERIOD_OVERRIDE=2FY
REC IM Equity,BEST_DIV_YLD,3.21652892561983,BEST_FPERIOD_OVERRIDE=2FY
REE SQ Equity,BEST_DIV_YLD,5.77495863210149,BEST_FPERIOD_OVERRIDE=2FY
NN NA Equity,BEST_DIV_YLD,5.67214974475326,BEST_FPERIOD_OVERRIDE=2FY
NOKIA FH Equity,BEST_DIV_YLD,4.29782082324455,BEST_FPERIOD_OVERRIDE=2FY
NOVN SE Equity,BEST_DIV_YLD,3.94031095945357,BEST_FPERIOD_OVERRIDE=2FY
NOVOB DC Equity,BEST_DIV_YLD,2.73384092013608,BEST_FPERIOD_OVERRIDE=2FY
NRE1V FH Equity,BEST_DIV_YLD,4.93533215755438,BEST_FPERIOD_OVERRIDE=2FY
NTGY SQ Equity,BEST_DIV_YLD,5.46200345423143,BEST_FPERIOD_OVERRIDE=2FY
NXG LN Equity,BEST_DIV_YLD,1.8595450049456,BEST_FPERIOD_OVERRIDE=2FY
NXI FP Equity,BEST_DIV_YLD,4.88536812674744,BEST_FPERIOD_OVERRIDE=2FY
NXT LN Equity,BEST_DIV_YLD,2.74728997289973,BEST_FPERIOD_OVERRIDE=2FY
NZYMB DC Equity,BEST_DIV_YLD,1.69990766389658,BEST_FPERIOD_OVERRIDE=2FY
SAN FP Equity,BEST_DIV_YLD,4.44522079373952,BEST_FPERIOD_OVERRIDE=2FY
SAN SM Equity,BEST_DIV_YLD,4.91666666666667,BEST_FPERIOD_OVERRIDE=2FY
SAN SQ Equity,BEST_DIV_YLD,4.91666666666667,BEST_FPERIOD_OVERRIDE=2FY
SAND SS Equity,BEST_DIV_YLD,2.85049180327869,BEST_FPERIOD_OVERRIDE=2FY
SAP GY Equity,BEST_DIV_YLD,1.61570329453541,BEST_FPERIOD_OVERRIDE=2FY
SBMO NA Equity,BEST_DIV_YLD,2.12485253930044,BEST_FPERIOD_OVERRIDE=2FY
SBRY LN Equity,BEST_DIV_YLD,3.25129140079003,BEST_FPERIOD_OVERRIDE=2FY
SCAB SS Equity,BEST_DIV_YLD,2.20959332638165,BEST_FPERIOD_OVERRIDE=2FY
SCHA NO Equity,BEST_DIV_YLD,0.913923046410155,BEST_FPERIOD_OVERRIDE=2FY
SCHP SE Equity,BEST_DIV_YLD,2.23580586080586,BEST_FPERIOD_OVERRIDE=2FY
RMV LN Equity,BEST_DIV_YLD,1.32213438735178,BEST_FPERIOD_OVERRIDE=2FY
RNO FP Equity,BEST_DIV_YLD,5.39748953974895,BEST_FPERIOD_OVERRIDE=2FY
ROCKB DC Equity,BEST_DIV_YLD,1.42893226958324,BEST_FPERIOD_OVERRIDE=2FY
ROG SE Equity,BEST_DIV_YLD,3.90985790408526,BEST_FPERIOD_OVERRIDE=2FY
ROR LN Equity,BEST_DIV_YLD,1.86480186480186,BEST_FPERIOD_OVERRIDE=2FY
RPC LN Equity,BEST_DIV_YLD,4.4065963773993,BEST_FPERIOD_OVERRIDE=2FY
RR/ LN Equity,BEST_DIV_YLD,1.4152850788516,BEST_FPERIOD_OVERRIDE=2FY
RRS LN Equity,BEST_DIV_YLD,4.95159081085696,BEST_FPERIOD_OVERRIDE=2FY
RRTL GY Equity,BEST_DIV_YLD,6.63510204081633,BEST_FPERIOD_OVERRIDE=2FY
RSA LN Equity,BEST_DIV_YLD,5.17715332926084,BEST_FPERIOD_OVERRIDE=2FY
SGO FP Equity,BEST_DIV_YLD,3.82426229508197,BEST_FPERIOD_OVERRIDE=2FY
SGRE SQ Equity,BEST_DIV_YLD,1.53846153846154,BEST_FPERIOD_OVERRIDE=2FY
SGRO LN Equity,BEST_DIV_YLD,2.85120285120285,BEST_FPERIOD_OVERRIDE=2FY
SGSN SE Equity,BEST_DIV_YLD,3.12213423831071,BEST_FPERIOD_OVERRIDE=2FY
SHA GY Equity,BEST_DIV_YLD,5.46985815602837,BEST_FPERIOD_OVERRIDE=2FY
SHBA SS Equity,BEST_DIV_YLD,6.51649235720032,BEST_FPERIOD_OVERRIDE=2FY
SHL GY Equity,BEST_DIV_YLD,2.34258271077908,BEST_FPERIOD_OVERRIDE=2FY
SHP LN Equity,BEST_DIV_YLD,0.726824716795418,BEST_FPERIOD_OVERRIDE=2FY
SIE GY Equity,BEST_DIV_YLD,3.41305474011397,BEST_FPERIOD_OVERRIDE=2FY
SIGB LN Equity,BEST_DIV_YLD,,BEST_FPERIOD_OVERRIDE=2FY
SCMN SE Equity,BEST_DIV_YLD,4.79720889664195,BEST_FPERIOD_OVERRIDE=2FY
SCR FP Equity,BEST_DIV_YLD,5.82627783004077,BEST_FPERIOD_OVERRIDE=2FY
SDF GY Equity,BEST_DIV_YLD,3.69627507163324,BEST_FPERIOD_OVERRIDE=2FY
SDR LN Equity,BEST_DIV_YLD,3.68115055079559,BEST_FPERIOD_OVERRIDE=2FY
SDRC LN Equity,BEST_DIV_YLD,4.70588235294118,BEST_FPERIOD_OVERRIDE=2FY
SEBA SS Equity,BEST_DIV_YLD,7.34800838574423,BEST_FPERIOD_OVERRIDE=2FY
SECUB SS Equity,BEST_DIV_YLD,3.37179036229335,BEST_FPERIOD_OVERRIDE=2FY
SESG FP Equity,BEST_DIV_YLD,5.56906766448394,BEST_FPERIOD_OVERRIDE=2FY
SEV FP Equity,BEST_DIV_YLD,5.81818181818182,BEST_FPERIOD_OVERRIDE=2FY
SGE LN Equity,BEST_DIV_YLD,2.90867728306792,BEST_FPERIOD_OVERRIDE=2FY
REL LN Equity,BEST_DIV_YLD,2.67673716012085,BEST_FPERIOD_OVERRIDE=2FY
REN NA Equity,BEST_DIV_YLD,2.76366171347757,BEST_FPERIOD_OVERRIDE=2FY
REP SQ Equity,BEST_DIV_YLD,5.50665894614939,BEST_FPERIOD_OVERRIDE=2FY
RF FP Equity,BEST_DIV_YLD,2,BEST_FPERIOD_OVERRIDE=2FY
RHIM LN Equity,BEST_DIV_YLD,1.70935319868122,BEST_FPERIOD_OVERRIDE=2FY
RHM GY Equity,BEST_DIV_YLD,2.32293163621433,BEST_FPERIOD_OVERRIDE=2FY
RI FP Equity,BEST_DIV_YLD,1.9455930359086,BEST_FPERIOD_OVERRIDE=2FY
RIO LN Equity,BEST_DIV_YLD,4.92167861895388,BEST_FPERIOD_OVERRIDE=2FY
RMG LN Equity,BEST_DIV_YLD,5.3626463940826,BEST_FPERIOD_OVERRIDE=2FY
RMS FP Equity,BEST_DIV_YLD,0.949658054711246,BEST_FPERIOD_OVERRIDE=2FY
SOP FP Equity,BEST_DIV_YLD,1.74634716540035,BEST_FPERIOD_OVERRIDE=2FY
SOW GY Equity,BEST_DIV_YLD,1.82397646481981,BEST_FPERIOD_OVERRIDE=2FY
SPIE FP Equity,BEST_DIV_YLD,3.93305439330544,BEST_FPERIOD_OVERRIDE=2FY
SPM IM Equity,BEST_DIV_YLD,0.4152418172936,BEST_FPERIOD_OVERRIDE=2FY
SPR GY Equity,BEST_DIV_YLD,3.40519276160504,BEST_FPERIOD_OVERRIDE=2FY
SPSN SE Equity,BEST_DIV_YLD,4.22456920511395,BEST_FPERIOD_OVERRIDE=2FY
SPX LN Equity,BEST_DIV_YLD,1.61472200469851,BEST_FPERIOD_OVERRIDE=2FY
SRCG SE Equity,BEST_DIV_YLD,5.12927536231884,BEST_FPERIOD_OVERRIDE=2FY
SREN SE Equity,BEST_DIV_YLD,6.29365459098082,BEST_FPERIOD_OVERRIDE=2FY
SRG IM Equity,BEST_DIV_YLD,6.28272251308901,BEST_FPERIOD_OVERRIDE=2FY
RTO LN Equity,BEST_DIV_YLD,1.37226277372263,BEST_FPERIOD_OVERRIDE=2FY
RUI FP Equity,BEST_DIV_YLD,3.42326490713588,BEST_FPERIOD_OVERRIDE=2FY
RWE GY Equity,BEST_DIV_YLD,3.7043795620438,BEST_FPERIOD_OVERRIDE=2FY
RXL FP Equity,BEST_DIV_YLD,3.78250591016548,BEST_FPERIOD_OVERRIDE=2FY
RYA ID Equity,BEST_DIV_YLD,0.50830889540567,BEST_FPERIOD_OVERRIDE=2FY
SAABB SS Equity,BEST_DIV_YLD,1.88780623608018,BEST_FPERIOD_OVERRIDE=2FY
SAB SM Equity,BEST_DIV_YLD,5.68181818181818,BEST_FPERIOD_OVERRIDE=2FY
SAB SQ Equity,BEST_DIV_YLD,5.68181818181818,BEST_FPERIOD_OVERRIDE=2FY
SAF FP Equity,BEST_DIV_YLD,2.04759592034968,BEST_FPERIOD_OVERRIDE=2FY
SAMPO FH Equity,BEST_DIV_YLD,6.69411764705882,BEST_FPERIOD_OVERRIDE=2FY
SRT3 GY Equity,BEST_DIV_YLD,0.51021897810219,BEST_FPERIOD_OVERRIDE=2FY
SSE LN Equity,BEST_DIV_YLD,6.45855758880517,BEST_FPERIOD_OVERRIDE=2FY
SSPG LN Equity,BEST_DIV_YLD,1.60370084811103,BEST_FPERIOD_OVERRIDE=2FY
STAN LN Equity,BEST_DIV_YLD,3.70636441077458,BEST_FPERIOD_OVERRIDE=2FY
STB NO Equity,BEST_DIV_YLD,5.44883303411131,BEST_FPERIOD_OVERRIDE=2FY
STERV FH Equity,BEST_DIV_YLD,3.3905325443787,BEST_FPERIOD_OVERRIDE=2FY
STJ LN Equity,BEST_DIV_YLD,4.75306036302237,BEST_FPERIOD_OVERRIDE=2FY
STM IM Equity,BEST_DIV_YLD,1.27702047801192,BEST_FPERIOD_OVERRIDE=2FY
STMN SE Equity,BEST_DIV_YLD,0.803578528827038,BEST_FPERIOD_OVERRIDE=2FY
SU FP Equity,BEST_DIV_YLD,3.59954687057491,BEST_FPERIOD_OVERRIDE=2FY
SUBC NO Equity,BEST_DIV_YLD,2.65375216145161,BEST_FPERIOD_OVERRIDE=2FY
SVT LN Equity,BEST_DIV_YLD,4.99750374438343,BEST_FPERIOD_OVERRIDE=2FY
SW FP Equity,BEST_DIV_YLD,3.04425172337114,BEST_FPERIOD_OVERRIDE=2FY
SWEDA SS Equity,BEST_DIV_YLD,6.95965047545618,BEST_FPERIOD_OVERRIDE=2FY
SWMA SS Equity,BEST_DIV_YLD,2.49476498106483,BEST_FPERIOD_OVERRIDE=2FY
SXS LN Equity,BEST_DIV_YLD,2.51753702260327,BEST_FPERIOD_OVERRIDE=2FY
SY1 GY Equity,BEST_DIV_YLD,1.32798573975045,BEST_FPERIOD_OVERRIDE=2FY
SYDB DC Equity,BEST_DIV_YLD,4.83540925266904,BEST_FPERIOD_OVERRIDE=2FY
TATE LN Equity,BEST_DIV_YLD,4.61143029936498,BEST_FPERIOD_OVERRIDE=2FY
TCAP LN Equity,BEST_DIV_YLD,4.4026653974298,BEST_FPERIOD_OVERRIDE=2FY
SIGC LN Equity,BEST_DIV_YLD,,BEST_FPERIOD_OVERRIDE=2FY
SIKA SE Equity,BEST_DIV_YLD,1.92967032967033,BEST_FPERIOD_OVERRIDE=2FY
SIM DC Equity,BEST_DIV_YLD,1.48330386388763,BEST_FPERIOD_OVERRIDE=2FY
SK FP Equity,BEST_DIV_YLD,1.76474622770919,BEST_FPERIOD_OVERRIDE=2FY
SKAB SS Equity,BEST_DIV_YLD,5.43919974992185,BEST_FPERIOD_OVERRIDE=2FY
SKFB SS Equity,BEST_DIV_YLD,3.96041979010495,BEST_FPERIOD_OVERRIDE=2FY
SKG ID Equity,BEST_DIV_YLD,2.81869688385269,BEST_FPERIOD_OVERRIDE=2FY
SKG LN Equity,BEST_DIV_YLD,2.81533970097802,BEST_FPERIOD_OVERRIDE=2FY
SKY LN Equity,BEST_DIV_YLD,1.64113040517535,BEST_FPERIOD_OVERRIDE=2FY
SLA LN Equity,BEST_DIV_YLD,7.71875,BEST_FPERIOD_OVERRIDE=2FY
SLHN SE Equity,BEST_DIV_YLD,4.6879290617849,BEST_FPERIOD_OVERRIDE=2FY
SMDS LN Equity,BEST_DIV_YLD,3.26128907757623,BEST_FPERIOD_OVERRIDE=2FY
SMIN LN Equity,BEST_DIV_YLD,2.74521183981428,BEST_FPERIOD_OVERRIDE=2FY
SMS LN Equity,BEST_DIV_YLD,0.990502035278155,BEST_FPERIOD_OVERRIDE=2FY
SMT LN Equity,BEST_DIV_YLD,,BEST_FPERIOD_OVERRIDE=2FY
SMWH LN Equity,BEST_DIV_YLD,2.79899497487437,BEST_FPERIOD_OVERRIDE=2FY
SN/ LN Equity,BEST_DIV_YLD,2.21273659672735,BEST_FPERIOD_OVERRIDE=2FY
SOBI SS Equity,BEST_DIV_YLD,0,BEST_FPERIOD_OVERRIDE=2FY
SOLB BB Equity,BEST_DIV_YLD,3.52897196261682,BEST_FPERIOD_OVERRIDE=2FY
SOON SE Equity,BEST_DIV_YLD,1.75549986076302,BEST_FPERIOD_OVERRIDE=2FY
TGS NO Equity,BEST_DIV_YLD,2.51139885444951,BEST_FPERIOD_OVERRIDE=2FY
TIT IM Equity,BEST_DIV_YLD,1.37867647058824,BEST_FPERIOD_OVERRIDE=2FY
TITR IM Equity,BEST_DIV_YLD,4.74516695957821,BEST_FPERIOD_OVERRIDE=2FY
TKA GY Equity,BEST_DIV_YLD,1.52573529411765,BEST_FPERIOD_OVERRIDE=2FY
TLW LN Equity,BEST_DIV_YLD,0.700004356785824,BEST_FPERIOD_OVERRIDE=2FY
TMO LN Equity,BEST_DIV_YLD,,BEST_FPERIOD_OVERRIDE=2FY
TNET BB Equity,BEST_DIV_YLD,10.2715355805243,BEST_FPERIOD_OVERRIDE=2FY
TPK LN Equity,BEST_DIV_YLD,3.49785407725322,BEST_FPERIOD_OVERRIDE=2FY
TPZ SM Equity,BEST_DIV_YLD,1.31118881118881,BEST_FPERIOD_OVERRIDE=2FY
TRELB SS Equity,BEST_DIV_YLD,2.78755074424899,BEST_FPERIOD_OVERRIDE=2FY
UTDI GY Equity,BEST_DIV_YLD,2.20273302059963,BEST_FPERIOD_OVERRIDE=2FY
UU/ LN Equity,BEST_DIV_YLD,5.55845511482255,BEST_FPERIOD_OVERRIDE=2FY
VACN SE Equity,BEST_DIV_YLD,4.6552,BEST_FPERIOD_OVERRIDE=2FY
VCT LN Equity,BEST_DIV_YLD,3.07666442501681,BEST_FPERIOD_OVERRIDE=2FY
VIE FP Equity,BEST_DIV_YLD,4.73394495412844,BEST_FPERIOD_OVERRIDE=2FY
VIFN SE Equity,BEST_DIV_YLD,1.16414435389988,BEST_FPERIOD_OVERRIDE=2FY
VIS SQ Equity,BEST_DIV_YLD,2.87352445193929,BEST_FPERIOD_OVERRIDE=2FY
VIV FP Equity,BEST_DIV_YLD,2.40518482957273,BEST_FPERIOD_OVERRIDE=2FY
VNA GY Equity,BEST_DIV_YLD,3.85350318471338,BEST_FPERIOD_OVERRIDE=2FY
VOD LN Equity,BEST_DIV_YLD,7.42240211506006,BEST_FPERIOD_OVERRIDE=2FY
VOE AV Equity,BEST_DIV_YLD,3.55714285714286,BEST_FPERIOD_OVERRIDE=2FY
VOLVB SS Equity,BEST_DIV_YLD,3.61967440249394,BEST_FPERIOD_OVERRIDE=2FY
VOW3 GY Equity,BEST_DIV_YLD,4.34041095890411,BEST_FPERIOD_OVERRIDE=2FY
VPK NA Equity,BEST_DIV_YLD,2.61177064915383,BEST_FPERIOD_OVERRIDE=2FY
VWS DC Equity,BEST_DIV_YLD,2.23955825367968,BEST_FPERIOD_OVERRIDE=2FY
WAF GY Equity,BEST_DIV_YLD,3.95038633590891,BEST_FPERIOD_OVERRIDE=2FY
WCH GY Equity,BEST_DIV_YLD,3.79825327510917,BEST_FPERIOD_OVERRIDE=2FY
WDH DC Equity,BEST_DIV_YLD,0,BEST_FPERIOD_OVERRIDE=2FY
WDI GY Equity,BEST_DIV_YLD,0.18000687049124,BEST_FPERIOD_OVERRIDE=2FY
WEIR LN Equity,BEST_DIV_YLD,2.42867962635698,BEST_FPERIOD_OVERRIDE=2FY
TRN IM Equity,BEST_DIV_YLD,5.25979557069847,BEST_FPERIOD_OVERRIDE=2FY
TRYG DC Equity,BEST_DIV_YLD,4.67931937172775,BEST_FPERIOD_OVERRIDE=2FY
TSCO LN Equity,BEST_DIV_YLD,2.84724894190073,BEST_FPERIOD_OVERRIDE=2FY
TUI LN Equity,BEST_DIV_YLD,4.2153309551401,BEST_FPERIOD_OVERRIDE=2FY
TW/ LN Equity,BEST_DIV_YLD,9.94507082971957,BEST_FPERIOD_OVERRIDE=2FY
UBI FP Equity,BEST_DIV_YLD,,BEST_FPERIOD_OVERRIDE=2FY
UBI IM Equity,BEST_DIV_YLD,5.44437904649794,BEST_FPERIOD_OVERRIDE=2FY
UBSG SE Equity,BEST_DIV_YLD,4.97535326979954,BEST_FPERIOD_OVERRIDE=2FY
UCB BB Equity,BEST_DIV_YLD,1.85217903415783,BEST_FPERIOD_OVERRIDE=2FY
UCG IM Equity,BEST_DIV_YLD,4.31615861882924,BEST_FPERIOD_OVERRIDE=2FY
WG/ LN Equity,BEST_DIV_YLD,4.30484705219493,BEST_FPERIOD_OVERRIDE=2FY
WIE AV Equity,BEST_DIV_YLD,2.16355140186916,BEST_FPERIOD_OVERRIDE=2FY
WKL NA Equity,BEST_DIV_YLD,1.92775974025974,BEST_FPERIOD_OVERRIDE=2FY
WMH LN Equity,BEST_DIV_YLD,4.58559782608696,BEST_FPERIOD_OVERRIDE=2FY
WPP LN Equity,BEST_DIV_YLD,4.97315159025196,BEST_FPERIOD_OVERRIDE=2FY
WRT1V FH Equity,BEST_DIV_YLD,3.24242424242424,BEST_FPERIOD_OVERRIDE=2FY
WTB LN Equity,BEST_DIV_YLD,2.78635458167331,BEST_FPERIOD_OVERRIDE=2FY
YAR NO Equity,BEST_DIV_YLD,3.6055960491599,BEST_FPERIOD_OVERRIDE=2FY
ZAL GY Equity,BEST_DIV_YLD,0,BEST_FPERIOD_OVERRIDE=2FY
ZURN SE Equity,BEST_DIV_YLD,6.79735276397351,BEST_FPERIOD_OVERRIDE=2FY
TECN SE Equity,BEST_DIV_YLD,0.984527687296417,BEST_FPERIOD_OVERRIDE=2FY
TEF SQ Equity,BEST_DIV_YLD,5.20441271901363,BEST_FPERIOD_OVERRIDE=2FY
TEG GY Equity,BEST_DIV_YLD,3.84971693257849,BEST_FPERIOD_OVERRIDE=2FY
