date,ABC,AC,DH,GJ,IB,JR,MC
2017-04-18,0.000634041746106533,-2.35011021462623e-05,-0.000171813703355081,-0.000760586817081527,-3.71214496322738e-05,0.00027313464235413,-0.000120124234507976
2017-04-19,-5.22498141028712e-05,0.000200981420914234,0.000330626223935693,0.000242775588317846,7.69081733663597e-05,0.00202788982608932,-0.00025848307783204
2017-04-20,8.66277391440039e-05,1.62291628933614e-05,-0.000501317479712333,1.98670676158612e-05,3.9877339148408e-05,0.000537361736504835,-0.000173250672083971
2017-04-21,-0.000155309339043454,-8.82983159393323e-06,0.000182158101355428,-0.000597351582109654,-1.73274468096917e-05,0.000468877357749778,0.000149193553324214
2017-04-22,0,0,0,0,0,0,0
2017-04-23,0,0,0,0,0,0,0
2017-04-24,-0.000736193268400193,0.000749719196036817,-0.00032791389520098,0.000304164634064001,-6.81076531639386e-05,0.00121270641653976,5.30889268483301e-05
2017-04-25,-0.000174777340662043,4.54351562080381e-05,0.000114370722207536,0.00103324410518708,0.000133809118078814,-8.34110614996539e-05,0.000272533046492436
2017-04-26,-0.000231877883494381,0.000109747767975349,0.000250308426538932,0.000702970388749226,-6.59306458572421e-05,-0.000209475080466193,0.00062405785639099
2017-04-27,0.00072372659640217,-1.50969350067359e-06,0.000154588596512015,0.000211099187698153,2.13912713430538e-05,0.000247717524750695,0.0003321892089077
2017-04-28,-0.000149721591936228,-0.000395417581685975,0.000279764377549308,7.80380398136502e-05,7.69156167725124e-05,0.00135740144476623,-0.000213397898251117
2017-04-29,0,0,0,0,0,0,0
2017-04-30,0,0,0,0,0,0,0
2017-05-01,-5.2268092940735e-05,2.91168518952276e-05,1.60382166879792e-05,-0.000217974150680342,0,3.78476813193236e-06,1.33070488461769e-07
2017-05-02,0.000124120793921473,0.000471433273685741,-0.000121833826523481,0.000690697904651646,5.30893800036534e-05,0.000220821020089768,-0.000231625506311558
2017-05-03,0.000235848663803411,0.000333724859358871,0.000235320314416425,0.000440464242127585,-0.000104675972226866,0.00014734525071497,0.000231242739308137
2017-05-04,-0.000271857250539579,-0.000210702043757251,-0.000686194477539075,0.000682473773779015,9.0575467351825e-06,-0.000345136852415863,0.000212595256960783
2017-05-05,-0.00023349813164123,-8.06242205435946e-05,-1.67371321875066e-05,0.000199469544548836,7.30358711358027e-05,0.000700655824784667,-0.000302849761300749
2017-05-06,0,0,0,0,0,0,0
2017-05-07,0,0,0,0,0,0,0
2017-05-08,-0.000136453136243153,-0.000156184495075635,-3.39694335076531e-05,0.00054122309451339,5.78142681650794e-05,-0.00114764483200053,-0.000305544188027832
2017-05-09,0.00027543854904134,-0.000143779891750482,0.000335054645869109,4.75820541512302e-05,-5.33518979945274e-05,-0.000952465223976309,-0.000125788367393752
2017-05-10,-0.000304382594532731,-0.000323963746336563,0.000307446183760015,-0.000350599351442509,3.3909492028797e-05,-7.35781804729175e-05,0.000563776005363722
2017-05-11,-0.000195039323337299,-0.000238599527650215,-0.000172169036781557,0.000126180313529013,4.47773901953994e-05,-0.000490730590649045,-0.000295021569508887
2017-05-12,-0.000548457850187572,0.000219439888813958,-0.000155033184798931,0.0011312440699395,0.000106621838708347,-0.000347749537982079,-8.75478432132942e-05
2017-05-13,0,0,0,0,0,0,0
2017-05-14,0,0,0,0,0,0,0
2017-05-15,-0.000485006770147853,-0.000125761923066428,0.000260438595582975,-0.000152279065948606,4.90749364051876e-05,0.000231287117308218,0.000177235444313253
2017-05-16,1.71583191539638e-06,8.17017617031536e-05,-6.83732169723405e-05,2.55934281922143e-05,7.13339179907626e-06,-3.04751536917266e-05,0.000478758607943993
